8.000000000000000000e+00,1.560000000000000000e+02,7.528216100000000000e+07,5.341425600000000000e+07
8.000000000000000000e+00,3.810000000000000000e+02,3.400000000000000000e+01,6.750000000000000000e+02
8.000000000000000000e+00,7.920000000000000000e+02,3.249321900000000000e+07,2.303089000000000000e+07
1.200000000000000000e+01,1.560000000000000000e+02,9.480000000000000000e+02,1.950000000000000000e+02
3.200000000000000000e+01,1.000000000000000000e+02,8.812425200000000000e+07,3.073910500000000000e+07
3.200000000000000000e+01,2.460000000000000000e+02,6.100037900000000000e+07,1.005779200000000000e+07
3.200000000000000000e+01,2.760000000000000000e+02,9.973050080000000000e+08,3.563473610000000000e+08
3.200000000000000000e+01,3.920000000000000000e+02,3.491529670000000000e+08,1.201996320000000000e+08
3.200000000000000000e+01,4.100000000000000000e+02,7.785783450000000000e+08,2.618816710000000000e+08
3.200000000000000000e+01,6.990000000000000000e+02,2.982825000000000000e+07,1.002535200000000000e+07
3.200000000000000000e+01,7.240000000000000000e+02,3.061789700000000000e+08,1.084113880000000000e+08
3.200000000000000000e+01,7.520000000000000000e+02,5.231051500000000000e+07,1.900487500000000000e+07
6.800000000000000000e+01,3.200000000000000000e+01,3.180964000000000000e+06,8.554152000000000000e+06
3.920000000000000000e+02,3.200000000000000000e+01,4.900000000000000000e+01,8.000000000000000000e+00
8.420000000000000000e+02,3.200000000000000000e+01,3.618000000000000000e+03,3.370000000000000000e+02
5.100000000000000000e+01,5.600000000000000000e+01,4.805851000000000000e+06,9.584800000000000000e+05
5.100000000000000000e+01,1.000000000000000000e+02,1.277504470000000000e+08,7.946488500000000000e+07
5.100000000000000000e+01,1.560000000000000000e+02,3.245822700000000000e+07,1.702187100000000000e+07
5.100000000000000000e+01,2.760000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00
5.100000000000000000e+01,3.720000000000000000e+02,1.000000000000000000e+01,9.000000000000000000e+00
5.100000000000000000e+01,7.240000000000000000e+02,7.663609300000000000e+07,4.187480000000000000e+07
5.100000000000000000e+01,7.520000000000000000e+02,1.500642400000000000e+07,9.723080000000000000e+06
5.100000000000000000e+01,7.570000000000000000e+02,4.579311700000000000e+07,2.675357000000000000e+07
5.100000000000000000e+01,8.260000000000000000e+02,1.670000000000000000e+02,1.870000000000000000e+02
5.100000000000000000e+01,8.420000000000000000e+02,1.500000000000000000e+02,2.040000000000000000e+02
8.420000000000000000e+02,2.800000000000000000e+01,2.431000000000000000e+03,4.500000000000000000e+02
3.100000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.500000000000000000e+01
3.100000000000000000e+01,3.980000000000000000e+02,2.315296000000000000e+06,7.499050000000000000e+05
3.100000000000000000e+01,4.100000000000000000e+02,1.000000000000000000e+01,3.000000000000000000e+00
7.840000000000000000e+02,3.100000000000000000e+01,2.023200000000000000e+04,6.600000000000000000e+04
3.600000000000000000e+01,1.000000000000000000e+02,1.014360370000000000e+08,1.969300000000000000e+07
3.600000000000000000e+01,1.560000000000000000e+02,2.972959282000000000e+09,1.273951175000000000e+09
3.600000000000000000e+01,2.760000000000000000e+02,3.545476870000000000e+08,7.156181300000000000e+07
