Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,-1,N/A,0,8,kg,1,,0,4178,4178.505,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,-1,N/A,0,8,kg,1,,0,4178,4178.505,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,842,USA,USA,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,-1,N/A,0,-1,N/A,0,,0,15126,15126.367,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,-1,N/A,0,-1,N/A,0,,0,26431,26431.394,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,-1,N/A,0,-1,N/A,0,,0,30067,30067.992,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,-1,N/A,0,-1,N/A,0,,0,15126,15126.367,,6
H5,2019,2019,2019,6,1,0,X,251,France,FRA,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,19123,8,kg,19123,19123,0,85597,,85597.867,0
H5,2019,2019,2019,6,1,0,X,251,France,FRA,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,5132877,8,kg,5132877,5132877,0,14690864,,14690864.384,0
H5,2019,2019,2019,6,1,0,X,251,France,FRA,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,5152000,8,kg,5152000,5152000,0,14776462,,14776462.251,0
H5,2019,2019,2019,6,1,0,X,251,France,FRA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,5132877,8,kg,5132877,5132877,0,14690864,,14690864.384,0
H5,2019,2019,2019,6,1,0,X,251,France,FRA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,19123,8,kg,19123,19123,0,85597,,85597.867,0
H5,2019,2019,2019,6,1,0,X,251,France,FRA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,5152000,8,kg,5152000,5152000,0,14776462,,14776462.251,0
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,276,Germany,DEU,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,4403,-1,N/A,0,4403,0,7072,7072.78,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,56,Belgium,BEL,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,680,-1,N/A,0,680,0,3592,3592.932,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,710,South Africa,ZAF,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,33,-1,N/A,0,33,0,53,53.743,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,276,Germany,DEU,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,8,kg,4403,-1,N/A,0,4403,0,7072,7072.78,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,710,South Africa,ZAF,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,8,kg,33,-1,N/A,0,33,0,53,53.743,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,56,Belgium,BEL,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,680,-1,N/A,0,680,0,3592,3592.932,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,697,-1,N/A,0,697,0,3636,3636.598,,6
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,528,Netherlands,NLD,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,17,8,kg,17,17,0,43,43.666,,0
H5,2019,2019,2019,6,1,0,M,251,France,FRA,0,World,W00,528,Netherlands,NLD,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,17,8,kg,17,17,0,43,43.666,,0
H4,2019,2019,2019,6,1,0,RX,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,233881730,8,kg,233881730,233881730,0,394590270,,394590270.77,0
H4,2019,2019,2019,6,1,0,RX,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,233881730,8,kg,233881730,233881730,0,394590270,,394590270.77,0
H4,2019,2019,2019,6,1,0,DX,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,1446950,8,kg,1446950,1446950,0,2635821,,2635821.38,0
H4,2019,2019,2019,6,1,0,DX,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,136745254,8,kg,136745254,136745254,0,249459364,,249459364.61,0
H4,2019,2019,2019,6,1,0,DX,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,260300,Copper ores and concentrates,8,kg,1618060,8,kg,1618060,1618060,0,2760932,,2760932.92,0
H4,2019,2019,2019,6,1,0,DX,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,139810264,8,kg,139810264,139810264,0,254856118,,254856118.91,0
H4,2019,2019,2019,6,1,0,X,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,1446950,8,kg,1446950,1446950,0,2635821,,2635821.38,0
H4,2019,2019,2019,6,1,0,X,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,370626984,8,kg,370626984,370626984,0,644049635,,644049635.38,0
H4,2019,2019,2019,6,1,0,X,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,260300,Copper ores and concentrates,8,kg,1618060,8,kg,1618060,1618060,0,2760932,,2760932.92,0
H4,2019,2019,2019,6,1,0,X,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,373691994,8,kg,373691994,373691994,0,649446389,,649446389.68,0
H4,2019,2019,2019,6,1,0,M,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,260300,Copper ores and concentrates,8,kg,157369000,8,kg,157369000,157369000,0,182633545,182633545.52,,0
H4,2019,2019,2019,6,1,0,M,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,188575325,8,kg,188575325,188575325,0,385047107,385047107.34,,0
H4,2019,2019,2019,6,1,0,M,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,23353510,8,kg,23353510,23353510,0,36011826,36011826.11,,0
H4,2019,2019,2019,6,1,0,M,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,369297835,8,kg,369297835,369297835,0,603692478,603692478.97,,0
H4,2019,2019,2019,6,1,0,FM,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,260300,Copper ores and concentrates,8,kg,157369000,8,kg,157369000,157369000,0,182633545,182633545.52,,0
H4,2019,2019,2019,6,1,0,FM,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,188575325,8,kg,188575325,188575325,0,385047107,385047107.34,,0
H4,2019,2019,2019,6,1,0,FM,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,23353510,8,kg,23353510,23353510,0,36011826,36011826.11,,0
H4,2019,2019,2019,6,1,0,FM,268,Georgia,GEO,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,369297835,8,kg,369297835,369297835,0,603692478,603692478.97,,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,52862775,-1,N/A,0,52862775,0,26931710,,26931710.297,6
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,52862775,-1,N/A,0,52862775,0,26931710,,26931710.297,6
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C03,Outright exportation,0,All MOTs,260300,Copper ores and concentrates,8,kg,46388340,-1,N/A,0,46388340,0,19644462,,19644462.33,6
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C03,Outright exportation,0,All MOTs,260300,Copper ores and concentrates,8,kg,46388340,-1,N/A,0,46388340,0,19644462,,19644462.33,6
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,6716044,-1,N/A,0,6716044,0,8161007,,8161007.766,6
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C03,Outright exportation,2100,Sea,260300,Copper ores and concentrates,8,kg,241609,-1,N/A,0,241609,0,873759,,873759.799,6
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C03,Outright exportation,2100,Sea,260300,Copper ores and concentrates,8,kg,241609,-1,N/A,0,241609,0,873759,,873759.799,6
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,6716044,-1,N/A,0,6716044,0,8161007,,8161007.766,6
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C04,Customs warehouses,2100,Sea,260300,Copper ores and concentrates,8,kg,6474435,8,kg,6474435,6474435,0,7287247,,7287247.967,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C04,Customs warehouses,0,All MOTs,260300,Copper ores and concentrates,8,kg,6474435,8,kg,6474435,6474435,0,7287247,,7287247.967,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C04,Customs warehouses,0,All MOTs,260300,Copper ores and concentrates,8,kg,6474435,8,kg,6474435,6474435,0,7287247,,7287247.967,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C04,Customs warehouses,2100,Sea,260300,Copper ores and concentrates,8,kg,6474435,8,kg,6474435,6474435,0,7287247,,7287247.967,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C03,Outright exportation,3100,Railway,260300,Copper ores and concentrates,8,kg,434860,8,kg,434860,434860,0,223944,,223944.925,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C03,Outright exportation,3100,Railway,260300,Copper ores and concentrates,8,kg,434860,8,kg,434860,434860,0,223944,,223944.925,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C03,Outright exportation,1000,Air,260300,Copper ores and concentrates,8,kg,1440,8,kg,1440,1440,0,535,,535.132,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C03,Outright exportation,1000,Air,260300,Copper ores and concentrates,8,kg,1440,8,kg,1440,1440,0,535,,535.132,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C03,Outright exportation,3200,Road,260300,Copper ores and concentrates,8,kg,45710431,8,kg,45710431,45710431,0,18546222,,18546222.474,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C03,Outright exportation,3200,Road,260300,Copper ores and concentrates,8,kg,45710431,8,kg,45710431,45710431,0,18546222,,18546222.474,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,45710431,8,kg,45710431,45710431,0,18546222,,18546222.474,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,45710431,8,kg,45710431,45710431,0,18546222,,18546222.474,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,8,kg,1440,8,kg,1440,1440,0,535,,535.132,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,8,kg,1440,8,kg,1440,1440,0,535,,535.132,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,3100,Railway,260300,Copper ores and concentrates,8,kg,434860,8,kg,434860,434860,0,223944,,223944.925,0
H5,2019,2019,2019,6,1,0,X,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,3100,Railway,260300,Copper ores and concentrates,8,kg,434860,8,kg,434860,434860,0,223944,,223944.925,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,6060,8,kg,6060,6060,0,32277,32277.599,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,1020012038,8,kg,1020012038,1020012038,0,1919801760,1919801760.383,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,8,kg,27495,8,kg,27495,27495,0,55328,55328.388,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,0,World,W00,C01,Clearance for home use,0,All MOTs,260300,Copper ores and concentrates,8,kg,1020012038,8,kg,1020012038,1020012038,0,1919801760,1919801760.383,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,0,World,W00,C01,Clearance for home use,1000,Air,260300,Copper ores and concentrates,8,kg,27495,8,kg,27495,27495,0,55328,55328.388,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,0,World,W00,C01,Clearance for home use,3200,Road,260300,Copper ores and concentrates,8,kg,6060,8,kg,6060,6060,0,32277,32277.599,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,0,World,W00,C01,Clearance for home use,2100,Sea,260300,Copper ores and concentrates,8,kg,1019978483,8,kg,1019978483,1019978483,0,1919714154,1919714154.396,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,1019978483,8,kg,1019978483,1019978483,0,1919714154,1919714154.396,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C01,Clearance for home use,1000,Air,260300,Copper ores and concentrates,8,kg,27495,8,kg,27495,27495,0,55328,55328.388,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C01,Clearance for home use,0,All MOTs,260300,Copper ores and concentrates,8,kg,1020012038,8,kg,1020012038,1020012038,0,1919801760,1919801760.383,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C01,Clearance for home use,3200,Road,260300,Copper ores and concentrates,8,kg,6060,8,kg,6060,6060,0,32277,32277.599,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,1020012038,8,kg,1020012038,1020012038,0,1919801760,1919801760.383,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,6060,8,kg,6060,6060,0,32277,32277.599,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,8,kg,27495,8,kg,27495,27495,0,55328,55328.388,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C01,Clearance for home use,2100,Sea,260300,Copper ores and concentrates,8,kg,1019978483,8,kg,1019978483,1019978483,0,1919714154,1919714154.396,,0
H5,2019,2019,2019,6,1,0,M,276,Germany,DEU,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,1019978483,8,kg,1019978483,1019978483,0,1919714154,1919714154.396,,0
H5,2019,2019,2019,6,1,0,X,288,Ghana,GHA,0,World,W00,0,World,W00,C05,Free zone,1000,Air,260300,Copper ores and concentrates,8,kg,24730,8,kg,24730,24730,0,49204,,49204.15,0
H5,2019,2019,2019,6,1,0,X,288,Ghana,GHA,0,World,W00,0,World,W00,C05,Free zone,0,All MOTs,260300,Copper ores and concentrates,8,kg,24730,8,kg,24730,24730,0,49204,,49204.15,0
H5,2019,2019,2019,6,1,0,X,288,Ghana,GHA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,8,kg,24730,8,kg,24730,24730,0,49204,,49204.15,0
H5,2019,2019,2019,6,1,0,X,288,Ghana,GHA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,24730,8,kg,24730,24730,0,49204,,49204.15,0
H5,2019,2019,2019,6,1,0,M,300,Greece,GRC,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,80,8,kg,80,80,0,6003,6003.744,,0
H5,2019,2019,2019,6,1,0,M,300,Greece,GRC,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,81,8,kg,81,81,0,6425,6425.787,,0
H5,2019,2019,2019,6,1,0,M,300,Greece,GRC,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,260300,Copper ores and concentrates,8,kg,1,8,kg,1,1,0,422,422.042,,0
H5,2019,2019,2019,6,1,0,M,320,Guatemala,GTM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,50,8,kg,50,50,0,775,775,,0
H5,2019,2019,2019,6,1,0,X,320,Guatemala,GTM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,4,8,kg,4,4,0,43,,43,0
H5,2019,2019,2019,6,1,0,X,344,"China, Hong Kong SAR",HKG,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,414410,8,kg,414410,414410,0,207722,,207722.367,0
H5,2019,2019,2019,6,1,0,M,344,"China, Hong Kong SAR",HKG,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,334780,8,kg,334780,334780,0,124228,124228.234,,0
H5,2019,2019,2019,6,1,0,M,352,Iceland,ISL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,13,8,kg,13,13,0,341,341.263,304.963,0
H5,2019,2019,2019,6,1,0,X,352,Iceland,ISL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,40380,8,kg,40380,40380,0,173292,,173292.126,0
H5,2019,2019,2019,6,1,0,M,360,Indonesia,IDN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,5337964,8,kg,5304396,5337964,0,285268,285268,,6
H5,2019,2019,2019,6,1,0,X,360,Indonesia,IDN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,676675200,8,kg,676675200,676675200,0,1280054347,,1280054347,0
H5,2019,2019,2019,6,1,0,M,372,Ireland,IRL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,32181,8,kg,32181,32181,0,473064,473064.044,,0
H5,2019,2019,2019,6,1,0,M,376,Israel,ISR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,609,-1,N/A,0,609,0,1000,1000,,6
H5,2019,2019,2019,6,1,0,X,376,Israel,ISR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,1663,-1,N/A,0,1663,0,2000,,2000,6
H5,2019,2019,2019,6,1,0,M,380,Italy,ITA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,173886,8,kg,173886,173886,0,381472,381472.47,,0
H5,2019,2019,2019,6,1,0,FM,380,Italy,ITA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,173886,8,kg,173886,173886,0,381472,381472.47,,0
H5,2019,2019,2019,6,1,0,RX,380,Italy,ITA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,664,8,kg,664,664,0,4657,,4657.208,0
H5,2019,2019,2019,6,1,0,X,380,Italy,ITA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,106721,8,kg,106721,106721,0,465402,,465402.829,0
H5,2019,2019,2019,6,1,0,DX,380,Italy,ITA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,106057,8,kg,106057,106057,0,460745,,460745.622,0
H5,2019,2019,2019,6,1,0,M,384,Côte d'Ivoire,CIV,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,260300,Copper ores and concentrates,8,kg,11,8,kg,11,11,0,160,160.177,,0
H5,2019,2019,2019,6,1,0,M,384,Côte d'Ivoire,CIV,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,11,8,kg,11,11,0,160,160.177,,0
H5,2019,2019,2019,6,1,0,M,392,Japan,JPN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,4789594000,21,1000 KG,4789594,4789594000,0,8291557933,8291557933.007,,0
H5,2019,2019,2019,6,1,0,M,398,Kazakhstan,KAZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,8811245,8,kg,8811245.04,8811245,0,8633768,8633768.91,,0
H5,2019,2019,2019,6,1,0,X,398,Kazakhstan,KAZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,1072830175,8,kg,1072830175.63,1072830175,0,1153833976,,1153833976.72,0
H5,2019,2019,2019,6,1,0,M,404,Kenya,KEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,2,8,kg,2,2,0,60,60.81,,0
H5,2019,2019,2019,6,1,0,X,404,Kenya,KEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,100003,8,kg,100003,100003,0,15301,,15301.86,0
H5,2019,2019,2019,6,1,0,X,410,Rep. of Korea,KOR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,183716696,8,kg,183716696.5,183716696,0,260669187,,260669187,0
H5,2019,2019,2019,6,1,0,M,410,Rep. of Korea,KOR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,1731067590,8,kg,1731067590.93,1731067590,0,3447478239,3447478239,,0
H5,2019,2019,2019,6,1,0,M,417,Kyrgyzstan,KGZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,41758,8,kg,41758,41758,0,18390,18390,,0
H5,2019,2019,2019,6,1,0,M,417,Kyrgyzstan,KGZ,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,41758,8,kg,41758,41758,0,18390,18390,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,290096,8,kg,290096,290096,0,20622,20622.54,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,490,"Other Asia, nes",S19,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,44160,8,kg,44160,44160,0,8832,8832,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,490,"Other Asia, nes",S19,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,44160,8,kg,44160,44160,0,8832,8832,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,290096,8,kg,290096,290096,0,20622,20622.54,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,704,Viet Nam,VNM,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,1785837,8,kg,1785837,1782982,0,568995,568995.54,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,704,Viet Nam,VNM,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,1785837,8,kg,1785837,1782982,0,568995,568995.54,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,764,Thailand,THA,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,500000,8,kg,500000,500000,0,50000,50000,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,764,Thailand,THA,C00,All CPCs,0,All MOTs,260300,Copper ores and concentrates,8,kg,500000,8,kg,500000,500000,0,50000,50000,,0
H5,2019,2019,2019,6,1,0,M,418,Lao People's Dem. Rep.,LAO,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,260300,Copper ores and concentrates,8,kg,2620093,8,kg,2620093,2617238,0,648450,648450.08,,0
