Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,268,Georgia,GEO,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,20400000,,,,20400000,,53758472,,,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,392,Japan,JPN,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,427619000,,,,427619000,,1435532324,,,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,70673700,,,,70673700,,254711472,,,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,458,Malaysia,MYS,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,17186700,,,,17186700,,46627393,,,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,484,Mexico,MEX,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,32,,,,32,,1014,,,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,74436000,,,,74436000,,218145568,,,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,504,Morocco,MAR,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,250,,,,250,,899,,,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,604,Peru,PER,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,1346,,,,1346,,14495,,,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,604,Peru,PER,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,2154080,,,,2154080,,2114396,,,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,608,Philippines,PHL,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,109115000,,,,109115000,,330824757,,,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,699,India,IND,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,164431000,,,,164431000,,359986517,,,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,752,Sweden,SWE,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,7000000,,,,7000000,,23006060,,,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,842,USA,USA,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,19,,,,19,,2953,,,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,260300,Copper ores and concentrates,8,Weight in kilograms,3459,,,,3459,,23533,,,0
